Address,Permit No,Lat,Long,Description,Link,Issued
97-101 Lothian Street NORTH MELBOURNE VIC 3051,-37.801066,144.944564,TP-2012-261/A,Increase apartment numbers from 15 to 21 (including increased car parking) and associated alterations to facade of building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224168,No
14-40 Market Street MELBOURNE VIC 3000,-37.818487,144.961134,TPS-2014-41,Installation of air conditioning units,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224170,No
33 Coventry Street SOUTHBANK VIC 3006,-37.829404,144.969646,TP-2014-1037,Demolition of existing building and construction of a multi storey building (21 storeys) and alteration to an existing crossover,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224181,No
499-511 Swanston Street MELBOURNE VIC 3000,-37.8068195,144.962122,TP-2014-1027,Construction of an addition to the existing office building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223516,Yes
Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,-37.782161,144.9162292,TPM-2014-48,Application for use of the premisis as a restaurant and associated liquor licence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224039,No
Federation Square 2-20 Swanston Street MELBOURNE VIC 3000,-37.8177618,144.9688154,TP-2013-105/A,New AV Screen as part of Upper Square Structure.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224044,Yes
54-56 A'Beckett Street MELBOURNE VIC 3000,-37.808587,144.961593,TP-2014-1025,To vary the Carriageway Easement encumbering the land in C/T Vol.2617 Fol.244 and shown blue on TP605052V in accordance with the plan.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224060,Yes
376-390 Collins Street MELBOURNE VIC 3000,-37.816297,144.961721,TP-2014-781/A,Amend permit condition so as to allow signs to be retained until 31 March 2015,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223928,Yes
134 Anderson Street SOUTH YARRA VIC 3141,-37.8291306,144.9849298,TP-2014-1018,Buildings and works for the replacement of window sashes and new glass balustrades to level 3,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223945,Yes
520 Macaulay Road KENSINGTON VIC 3031,-37.794057,144.928764,TP-2013-978,Use of the land to sell liquor for on-site consumption in association with a restaurant/cafe,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204777,Yes
520 Macaulay Road KENSINGTON VIC 3031,-37.794057,144.928764,TP-2013-970,Partial demolition to existing east facing boundary wall and construction of alterations and additions to reinstate two ground floor windows to east facing boundary wall,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204653,Yes
196-232 Kensington Road WEST MELBOURNE VIC 3003,-37.8010515,144.9156493,TP-2013-972,"Buildings and works for the development of a warehouse (vehcile store) with ancillary office and associated fences, non-domestic disabled ramp, car parking and hardstand area",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204674,No
22-32 Little La Trobe Street MELBOURNE VIC 3000,-37.809172,144.962672,TP-2013-971,Construct and display three new internally illuminated business identification signs including two high wall signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204679,Yes
36 Hardiman Street KENSINGTON VIC 3031,-37.795857,144.932822,TP-2013-973,Partial demolition and construction of alterations and additions to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204694,Yes
112 Gatehouse Street PARKVILLE VIC 3052,-37.794441,144.954297,TP-2013-974,Erect blinds to the front verandah and balcony of the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204696,Yes
37 Degraves Street MELBOURNE VIC 3000,-37.8169835,144.9655106,TP-2013-975,building and works assocaited with shopfront alterations and internally illuminated business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204702,Yes
137-141 Bourke Street MELBOURNE VIC 3000,-37.812803,144.969167,TP-2010-100/B,Demolish existing building and construction of new multi-storey building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204560,No
242-284 Exhibition Street MELBOURNE VIC 3000,-37.809336,144.969941,TPS-2013-24,Proposed works to the precast concrete facade,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204589,No
723-741 Swanston Street CARLTON VIC 3053,-37.800878,144.963594,TP-2011-967/A,Construction and display of business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204615,No
139-145 Chetwynd Street NORTH MELBOURNE VIC 3051,-37.8023404,144.9526485,TP-2010-1026/C,Demolition of the existing building and construction of a five-storey residential apartment building and provision of car parking in excess of Clause 45.09 in accordance with the endorsed plans,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201670,No
Art on the Park Apartments 330-352 William Street MELBOURNE VIC 3000,-37.8150012,144.9584632,TP-2013-770,Construction and display of three major promotion signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201672,Yes
300 Lonsdale Street MELBOURNE VIC 3000,-37.811419,144.963498,TP-2013-771,Part demolition together with alterations and additions and the display and erection of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201676,Yes
398-400 Lygon Street CARLTON VIC 3053,-37.797604,144.967763,TP-2011-380/A,To include under awning gas heating,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201688,Yes
32-36 Domain Street SOUTH YARRA VIC 3141,-37.836454,144.978798,TP-2009-267/A,Demolition of the existing building and the construction of a multi-storey residential building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201703,No
183-185 Stanley Street WEST MELBOURNE VIC 3003,-37.810286,144.946216,TP-2013-764,To subdivide into 2 lots in accordance with PS722330C,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201569,Yes
21-23 Mary Street NORTH MELBOURNE VIC 3051,-37.799274,144.951958,TP-2011-360/A,To amend condition 4 to read:  'The roller door is permitted to be open after 9am during nominated permit hours',http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201579,Yes
25-27 Rathdowne Street CARLTON VIC 3053,-37.8065312,144.9688837,TP-2013-765,Buildings and works to replace an existing front brick fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201583,No
28 Curran Street NORTH MELBOURNE VIC 3051,-37.792063,144.943674,TP-2011-235/A,Construction of an increased first floor storage area,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201597,Yes
125 Ormond Street KENSINGTON VIC 3031,-37.799143,144.926817,TP-2013-766,Partial demolition and construction of an extension to the rear of an existing dwelling. Construction of a fence and external painting,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=201610,No
196-226 Exhibition Street MELBOURNE VIC 3000,-37.81053,144.970625,TP-2012-748,Buildings and works to construct external louvres,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186285,Yes
391-395 Rathdowne Street CARLTON VIC 3053,-37.7970709,144.9702793,TP-2012-742,construction and display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186206,Yes
University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010,-37.7999598,144.9605636,TP-2012-743,Partial demolition of existing building; external alterations and painting of retained building; carrying out of works and construction of a multi-purpose building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186213,Yes
89 Park Drive PARKVILLE VIC 3052,-37.795493,144.954211,TP-2012-744,Construct of a verandah to the rear of the dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186219,No
136-140 Elizabeth Street MELBOURNE VIC 3000,-37.814805,144.963755,TP-2012-745,"Demolition and alterations to shop front. Renewal and replacement of advertising signs, construction and display of an internally illuminated promotional sign",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186226,Yes
410-420 Elizabeth Street MELBOURNE VIC 3000,-37.8090744,144.9608988,TP-2012-735,Subdivision generally in accordance with PS644625Q - Stage 2,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186080,Yes
353 Cardigan Street CARLTON VIC 3053,-37.797935,144.965637,TP-2012-736,Alterations and additions for a first floor extension,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186085,Yes
Queen Victoria Market 65-159 Victoria Street MELBOURNE VIC 3000,-37.806096,144.956211,TP-2012-737,Buildings and works to replace the existing glass facade in the Food Court to a new framless glass facade with integrated bench,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186125,Yes
121 Barkly Street CARLTON VIC 3053,-37.800219,144.971493,TP-2012-739,Alterations and additions to the existing dwelling including partial demolition,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186128,Yes
410-420 Elizabeth Street MELBOURNE VIC 3000,-37.8090744,144.9608988,TP-2012-738,Subdivision generally in accordance with PS644625Q - Stage 3,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186129,Yes
Royal College Of Surgeons 250-290 Spring Street EAST MELBOURNE VIC 3002,-37.8085218,144.9724313,TP-2014-152,"Buildings and works for the demolition, relocation and construction of new tram power poles",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209199,Yes
Federation Square 2-20 Swanston Street MELBOURNE VIC 3000,-37.8177618,144.9688154,TP-2014-153,Erection of entry canopy; erect and refurbish signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209200,No
20 Peckville Street NORTH MELBOURNE VIC 3051,-37.79511,144.943222,TP-2014-154,Partial demolition of the existing dwelling and construction of a two storey extension,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209201,Yes
283 Victoria Street WEST MELBOURNE VIC 3003,-37.805659,144.951878,TP-2014-155,Part demolition of the existing shopfront and construction of alterations and additions to the building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209202,Yes
14-28 University Street CARLTON VIC 3053,-37.799394,144.969156,TP-2014-149,17 lot subdivision of PS637739P,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209158,Yes
224-252 La Trobe Street MELBOURNE VIC 3000,-37.809474,144.962362,TPM-2014-10,"Demolition of existing building and construction of a multi-storey building comprising of residential apartments, serviced apartments, offices and retail premises",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209074,No
247-283 Queen Street MELBOURNE VIC 3000,-37.812523,144.959067,TP-2014-140,"Partial demolition, alterations and additions to the existing buildings and construct and carry out works",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209076,Yes
331-335 Lygon Street CARLTON VIC 3053,-37.797442,144.967114,TP-2006-170/A,"Use of the site as a hotel, sale and consumption of liquor (General Licence) on the site, buildings and works for external alterations and a reduction in the statutory car parking requirement for a hotel",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209094,Yes
243-247 Errol Street NORTH MELBOURNE VIC 3051,-37.7983298,144.9503456,TP-2014-143,Buildings and works for the construction of a new pool and assoicated equipment and fences,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209101,Yes
8-12 Market Street MELBOURNE VIC 3000,-37.818868,144.961184,TP-2014-142,Installation of outdoor signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=209106,Yes
126-130 Franklin Street MELBOURNE VIC 3000,-37.808395,144.958734,TP-2014-1154,Use of the site as restricted recreation facility (Indoor golf simulators)and a waiver of bicycle parking requirements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=226172,Yes
